id_employee,job_title,id_work_year,id_experience_level,id_employment_type,id_emloyee_residence,id_remote_ratio,id_company_location,id_company_size
1572,Machine Learning Engineer,4,1,3,1,1,1,2
1573,Data Analyst,4,1,3,1,3,1,2
1574,Data Analyst,4,1,3,1,3,1,2
1575,Data Scientist,4,1,3,1,3,1,2
1576,Data Scientist,4,1,3,1,3,1,2
1577,Data Engineer,4,2,3,1,1,1,2
1578,Data Engineer,4,2,3,1,1,1,2
1579,Data Scientist,4,1,3,1,1,1,2
1580,Data Scientist,4,1,3,1,1,1,2
1581,Data Analyst,4,3,3,1,1,1,2
1582,Data Engineer,4,1,3,1,1,1,2
1583,Data Engineer,4,1,3,1,1,1,2
1584,Machine Learning Scientist,4,1,3,1,3,1,2
1585,Machine Learning Scientist,4,1,3,1,3,1,2
1586,Machine Learning Engineer,4,1,3,1,1,1,2
1587,Machine Learning Engineer,4,1,3,1,1,1,2
1588,Data Engineer,4,1,3,1,1,1,2
1589,Data Engineer,4,1,3,1,1,1,2
1590,AI Engineer,4,1,3,1,1,1,2
1591,AI Engineer,4,1,3,1,1,1,2
1592,Machine Learning Engineer,4,2,3,1,1,1,2
1593,Machine Learning Engineer,4,2,3,1,1,1,2
1594,Data Architect,4,1,3,1,1,1,2
1595,Data Architect,4,1,3,1,1,1,2
1596,Data Engineer,4,1,3,1,1,1,2
1597,Data Engineer,4,1,3,1,1,1,2
1598,MLOps Engineer,4,3,3,1,1,1,2
1599,MLOps Engineer,4,3,3,1,1,1,2
1600,Analytics Engineer,4,1,3,1,1,1,2
1601,Analytics Engineer,4,1,3,1,1,1,2
1602,Data Engineer,4,2,3,6,1,6,2
1603,Data Engineer,4,2,3,6,1,6,2
1604,Data Scientist,4,3,3,13,1,13,2
1605,Data Scientist,4,3,3,13,1,13,2
1606,Data Analyst,4,3,3,6,1,6,2
1607,Data Analyst,4,3,3,6,1,6,2
1608,Data Analyst,4,3,3,6,1,6,2
1609,Data Analyst,4,3,3,6,1,6,2
1610,Data Scientist,4,1,3,8,2,8,1
1611,Deep Learning Engineer,4,1,3,2,3,2,2
1612,Deep Learning Engineer,4,1,3,2,3,2,2
1613,Data Engineer,4,1,3,1,1,1,2
1614,Data Engineer,4,1,3,1,1,1,2
1615,Data Engineer,4,1,3,9,1,9,2
1616,Data Engineer,4,1,3,9,1,9,2
1617,Data Scientist,4,1,3,1,1,1,2
1618,Data Scientist,4,1,3,1,1,1,2
1619,Data Scientist,4,1,3,1,1,1,2
1620,Data Scientist,4,1,3,1,1,1,2
1621,Data Engineer,4,1,3,1,1,1,2
1622,Data Engineer,4,1,3,1,1,1,2
1623,Data Engineer,4,1,3,1,1,1,2
1624,Data Engineer,4,1,3,1,1,1,2
1625,Data Modeler,4,2,3,1,1,1,2
1626,Data Modeler,4,2,3,1,1,1,2
1627,Data Scientist,4,2,3,1,1,1,2
1628,Data Scientist,4,2,3,1,1,1,2
1629,Data Scientist,4,3,3,1,1,1,2
1630,Data Scientist,4,3,3,1,1,1,2
1631,Machine Learning Engineer,4,2,3,1,1,1,2
1632,Machine Learning Engineer,4,2,3,1,1,1,2
1633,Data Scientist,4,1,3,1,1,1,2
1634,Data Scientist,4,1,3,1,1,1,2
1635,Machine Learning Engineer,4,2,3,1,1,1,2
1636,Machine Learning Engineer,4,2,3,1,1,1,2
1637,Data Scientist,4,1,3,13,1,13,2
1638,Data Scientist,4,1,3,13,1,13,2
1639,Machine Learning Engineer,4,2,3,1,1,1,2
1640,Machine Learning Engineer,4,2,3,1,1,1,2
1641,Machine Learning Engineer,4,2,3,1,1,1,2
1642,Machine Learning Engineer,4,2,3,1,1,1,2
1643,Research Engineer,4,2,3,1,1,1,2
1644,Research Engineer,4,2,3,1,1,1,2
1645,Data Analyst,4,1,3,17,3,17,2
1646,Data Analyst,4,1,3,17,3,17,2
1647,Data Analyst,4,1,3,6,3,6,3
1648,Data Scientist,4,1,3,1,1,1,2
1649,Data Scientist,4,1,3,1,1,1,2
1650,Data Engineer,4,1,3,1,1,1,2
1651,Data Engineer,4,1,3,1,1,1,2
1652,Data Engineer,4,1,3,1,1,1,2
1653,Data Engineer,4,1,3,1,1,1,2
1654,Data Scientist,4,2,3,1,1,1,2
1655,Data Scientist,4,2,3,1,1,1,2
1656,Data Product Owner,4,2,3,6,1,6,2
1657,Data Product Owner,4,2,3,6,1,6,2
1658,Data Scientist,4,1,3,1,1,1,2
1659,Data Scientist,4,1,3,1,1,1,2
1660,Data Scientist,4,1,3,1,1,1,2
1661,Data Scientist,4,1,3,1,1,1,2
1662,Data Engineer,4,2,3,1,1,1,2
1663,Data Engineer,4,2,3,1,1,1,2
1664,Machine Learning Engineer,4,1,3,2,1,2,2
1665,Machine Learning Engineer,4,1,3,2,1,2,2
1666,Data Scientist,4,1,3,1,1,1,2
1667,Data Scientist,4,1,3,1,1,1,2
1668,Data Analyst,4,3,3,6,1,6,2
1669,Data Analyst,4,3,3,6,1,6,2
1670,Data Analyst,4,1,3,1,3,1,2
1671,Data Analyst,4,1,3,1,3,1,2
1672,Analytics Engineer,4,2,3,1,3,1,2
1673,Analytics Engineer,4,2,3,1,3,1,2
1674,Data Analyst,4,2,3,1,1,1,2
1675,Data Analyst,4,2,3,1,1,1,2
1676,Business Intelligence Engineer,4,2,3,1,1,1,1
1677,Business Intelligence Engineer,4,2,3,1,1,1,1
1678,Data Scientist,4,1,3,1,1,1,2
1679,Data Scientist,4,1,3,1,1,1,2
1680,Data Analyst,4,3,3,1,1,1,2
1681,Data Analyst,4,3,3,1,1,1,2
1682,Data Engineer,4,2,3,1,3,1,2
1683,Data Engineer,4,2,3,1,3,1,2
1684,Data Scientist,4,2,3,1,1,1,2
1685,Data Scientist,4,2,3,1,1,1,2
1686,Data Engineer,4,1,3,1,1,1,2
1687,Data Engineer,4,1,3,1,1,1,2
1688,Data Engineer,4,1,3,6,3,6,2
1689,Data Engineer,4,1,3,6,3,6,2
1690,Machine Learning Engineer,4,1,3,1,1,1,2
1691,Machine Learning Engineer,4,1,3,1,1,1,2
1692,Machine Learning Engineer,4,1,3,1,1,1,2
1693,Machine Learning Engineer,4,1,3,1,1,1,2
1694,Machine Learning Engineer,4,1,3,1,3,1,2
1695,Machine Learning Engineer,4,1,3,1,3,1,2
1696,Data Analyst,4,3,3,1,3,1,2
1697,Data Analyst,4,3,3,1,3,1,2
1698,Data Analyst,4,1,3,1,1,1,2
1699,Data Analyst,4,1,3,1,1,1,2
1700,Data Analyst,4,2,3,6,1,6,2
1701,Data Analyst,4,2,3,6,1,6,2
1702,Machine Learning Engineer,4,1,3,1,3,1,2
1703,Machine Learning Engineer,4,1,3,1,3,1,2
1704,Data Scientist,4,1,3,1,1,1,2
1705,Data Scientist,4,1,3,1,1,1,2
1706,Data Scientist,4,1,3,1,1,1,2
1707,Data Scientist,4,1,3,1,1,1,2
1708,Data Analyst,4,1,3,1,1,1,2
1709,Data Analyst,4,1,3,1,1,1,2
1710,Data Engineer,4,2,3,1,1,1,2
1711,Data Engineer,4,2,3,1,1,1,2
1712,Applied Scientist,4,2,3,1,1,1,1
1713,Applied Scientist,4,2,3,1,1,1,1
1714,Machine Learning Engineer,4,1,3,1,1,1,2
1715,Machine Learning Engineer,4,1,3,1,1,1,2
1716,Research Scientist,4,1,3,1,3,1,2
1717,Research Scientist,4,1,3,1,3,1,2
1718,Data Engineer,4,1,3,1,1,1,2
1719,Data Engineer,4,1,3,1,1,1,2
1720,Data Engineer,4,2,3,1,1,1,2
1721,Data Engineer,4,2,3,1,1,1,2
1722,Data Science Consultant,4,1,3,1,1,1,2
1723,Data Science Consultant,4,1,3,1,1,1,2
1724,Data Science Consultant,4,1,3,1,1,1,2
1725,Data Science Consultant,4,1,3,1,1,1,2
1726,Data Engineer,4,1,3,1,3,1,2
1727,Data Engineer,4,1,3,1,3,1,2
1728,Machine Learning Scientist,4,1,3,1,1,1,2
1729,Machine Learning Scientist,4,1,3,1,1,1,2
1730,Data Engineer,4,4,3,1,3,1,2
1731,Data Engineer,4,4,3,1,3,1,2
1732,Data Scientist,4,1,3,1,1,1,2
1733,Machine Learning Engineer,4,2,3,1,3,1,2
1734,Machine Learning Engineer,4,2,3,1,3,1,2
1735,Data Scientist,4,1,3,1,1,1,1
1736,Data Scientist,4,1,3,1,1,1,1
1737,Data Scientist,4,2,3,1,1,1,2
1738,Data Scientist,4,2,3,1,1,1,2
1739,Data Engineer,4,2,3,1,1,1,2
1740,Data Engineer,4,2,3,1,1,1,2
1741,Machine Learning Engineer,4,1,3,1,3,1,2
1742,Machine Learning Engineer,4,1,3,1,3,1,2
1743,Data Scientist,4,1,3,1,3,1,2
1744,Data Scientist,4,1,3,1,3,1,2
1745,Data Engineer,4,2,3,1,3,1,2
1746,Data Engineer,4,2,3,1,3,1,2
1747,Data Scientist,4,1,3,1,3,1,2
1748,Data Scientist,4,1,3,1,3,1,2
1749,Business Intelligence Analyst,4,2,3,1,3,1,2
1750,Business Intelligence Analyst,4,2,3,1,3,1,2
1751,Data Analyst,4,1,3,1,3,1,2
1752,Data Analyst,4,1,3,1,3,1,2
1753,Machine Learning Engineer,4,1,3,1,1,1,2
1754,Machine Learning Engineer,4,1,3,1,1,1,2
1755,AI Developer,4,1,3,18,2,18,2
1756,Data Architect,4,1,3,1,1,1,2
1757,Data Architect,4,1,3,1,1,1,2
1758,Data Engineer,4,2,3,1,1,1,2
1759,Data Engineer,4,2,3,1,1,1,2
1760,Data Engineer,4,1,3,1,1,1,2
1761,Data Engineer,4,1,3,1,1,1,2
1762,Data Scientist,4,3,4,1,1,1,2
1763,Data Scientist,4,3,4,1,1,1,2
1764,Data Engineer,4,1,3,1,1,1,2
1765,Data Engineer,4,1,3,1,1,1,2
1766,Data Engineer,4,1,3,1,1,1,2
1767,Data Engineer,4,1,3,1,1,1,2
1768,Data Scientist,4,2,3,1,1,1,2
1769,Data Scientist,4,2,3,1,1,1,2
1770,Research Analyst,4,3,3,1,3,1,2
1771,Research Analyst,4,3,3,1,3,1,2
1772,Data Engineer,4,2,3,1,1,1,2
1773,Data Engineer,4,2,3,1,1,1,2
1774,Data Analyst,4,1,3,1,1,1,2
1775,Data Analyst,4,1,3,1,1,1,2
1776,Research Scientist,4,1,3,1,1,1,2
1777,Research Scientist,4,1,3,1,1,1,2
1778,Machine Learning Engineer,4,1,3,1,1,1,2
1779,Machine Learning Engineer,4,1,3,1,1,1,2
1780,Data Analyst,4,1,3,1,1,1,2
1781,Data Analyst,4,1,3,1,1,1,2
1782,Data Engineer,4,1,3,1,1,1,2
1783,Data Engineer,4,1,3,1,1,1,2
1784,Data Scientist,4,1,3,1,1,1,2
1785,Data Scientist,4,1,3,1,1,1,2
1786,Data Scientist,4,1,3,1,1,1,2
1787,Data Scientist,4,1,3,1,1,1,2
1788,Data Engineer,4,2,3,1,1,1,2
1789,Data Engineer,4,2,3,1,1,1,2
1790,Data Engineer,4,1,3,1,3,1,2
1791,Data Engineer,4,1,3,1,3,1,2
1792,Data Analyst,4,1,3,1,1,1,2
1793,Data Analyst,4,1,3,1,1,1,2
1794,Business Intelligence Analyst,4,1,3,1,1,1,2
1795,Business Intelligence Analyst,4,1,3,1,1,1,2
1796,Machine Learning Researcher,4,1,3,1,1,1,2
1797,Machine Learning Researcher,4,1,3,1,1,1,2
1798,Machine Learning Researcher,4,1,3,1,1,1,2
1799,Machine Learning Researcher,4,1,3,1,1,1,2
1800,AI Engineer,4,1,3,1,1,1,2
1801,AI Engineer,4,1,3,1,1,1,2
1802,Data Engineer,4,1,3,1,1,1,2
1803,Data Engineer,4,1,3,1,1,1,2
1804,Data Engineer,4,2,3,1,1,1,2
1805,Data Engineer,4,2,3,1,1,1,2
1806,Data Engineer,4,1,3,1,1,1,2
1807,Data Engineer,4,1,3,1,1,1,2
1808,Data Scientist,4,3,3,1,3,1,2
1809,Data Scientist,4,3,3,1,3,1,2
1810,Data Analyst,4,4,3,1,1,1,2
1811,Data Analyst,4,4,3,1,1,1,2
1812,Data Scientist,4,1,3,1,1,1,2
1813,Data Scientist,4,1,3,1,1,1,2
1814,Data Architect,4,1,3,1,3,1,2
1815,Data Architect,4,1,3,1,3,1,2
1816,Data Engineer,4,1,3,1,1,1,2
1817,Data Engineer,4,1,3,1,1,1,2
1818,Data Engineer,4,1,3,1,1,1,2
1819,Data Engineer,4,1,3,1,1,1,2
1820,Research Scientist,4,1,3,1,1,1,2
1821,Research Scientist,4,1,3,1,1,1,2
1822,Machine Learning Engineer,4,1,3,2,3,2,2
1823,Machine Learning Engineer,4,1,3,2,3,2,2
1824,Data Engineer,4,1,3,1,3,1,2
1825,Data Engineer,4,1,3,1,3,1,2
1826,Data Scientist,4,1,3,1,3,1,2
1827,Data Scientist,4,1,3,1,3,1,2
1828,Data Scientist,4,1,3,1,1,1,2
1829,Data Scientist,4,1,3,1,1,1,2
1830,Data Engineer,4,1,3,1,1,1,2
1831,Data Engineer,4,1,3,1,1,1,2
1832,Data Manager,4,2,3,1,3,1,2
1833,Data Manager,4,2,3,1,3,1,2
1834,ML Engineer,4,1,3,1,1,1,2
1835,ML Engineer,4,1,3,1,1,1,2
1836,Applied Scientist,4,1,3,1,1,1,1
1837,Applied Scientist,4,1,3,1,1,1,1
1838,Analytics Engineer,4,4,3,1,3,1,2
1839,Analytics Engineer,4,4,3,1,3,1,2
1840,Data Scientist,4,1,3,1,3,1,2
1841,Data Scientist,4,1,3,1,3,1,2
1842,Machine Learning Engineer,4,1,3,1,1,1,2
1843,Machine Learning Engineer,4,1,3,1,1,1,2
1844,Machine Learning Engineer,4,1,3,1,1,1,2
1845,Machine Learning Engineer,4,1,3,1,1,1,2
1846,Data Science Director,4,4,3,1,1,1,2
1847,Data Science Director,4,4,3,1,1,1,2
1848,Research Engineer,4,1,3,1,1,1,1
1849,Research Engineer,4,1,3,1,1,1,1
1850,Data Architect,4,1,3,1,1,1,1
1851,Data Architect,4,1,3,1,1,1,1
1852,Analytics Engineer,4,1,3,1,1,1,2
1853,Analytics Engineer,4,1,3,1,1,1,2
1854,Data Scientist,4,1,3,2,3,2,2
1855,Data Scientist,4,1,3,2,3,2,2
1856,ML Engineer,4,1,3,1,1,1,2
1857,ML Engineer,4,1,3,1,1,1,2
1858,Data Engineer,4,1,3,1,1,1,2
1859,Data Engineer,4,1,3,1,1,1,2
1860,Data Analyst,4,2,3,1,3,1,2
1861,Data Analyst,4,2,3,1,3,1,2
1862,Data Scientist,4,1,3,1,1,1,2
1863,Data Scientist,4,1,3,1,1,1,2
1864,Data Scientist,4,2,3,1,1,1,2
1865,Data Scientist,4,2,3,1,1,1,2
1866,Research Engineer,4,1,3,1,1,1,2
1867,Research Engineer,4,1,3,1,1,1,2
1868,Data Engineer,4,2,3,1,3,1,2
1869,Data Engineer,4,2,3,1,3,1,2
1870,Data Scientist,4,1,3,1,1,1,2
1871,Data Scientist,4,1,3,1,1,1,2
1872,ML Engineer,4,3,3,1,1,1,2
1873,ML Engineer,4,3,3,1,1,1,2
1874,Data Scientist,4,2,3,1,3,1,2
1875,Data Scientist,4,2,3,1,3,1,2
1876,Data Engineer,4,1,3,1,1,1,2
1877,Data Engineer,4,1,3,1,1,1,2
1878,Business Intelligence Engineer,4,1,3,1,3,1,2
1879,Business Intelligence Engineer,4,1,3,1,3,1,2
1880,Research Engineer,4,2,3,1,3,1,2
1881,Research Engineer,4,2,3,1,3,1,2
1882,Data Scientist,4,2,3,1,1,1,2
1883,Data Scientist,4,2,3,1,1,1,2
1884,Data Scientist,4,4,3,1,3,1,2
1885,Data Scientist,4,4,3,1,3,1,2
1886,Data Scientist,4,1,3,1,1,1,2
1887,Data Scientist,4,1,3,1,1,1,2
1888,Research Analyst,4,3,3,1,1,1,2
1889,Research Analyst,4,3,3,1,1,1,2
1890,Data Scientist,4,1,3,1,3,1,2
1891,Data Scientist,4,1,3,1,3,1,2
1892,Data Engineer,4,1,3,1,3,1,2
1893,Data Engineer,4,1,3,1,3,1,2
1894,Research Engineer,4,3,3,1,1,1,2
1895,Research Engineer,4,3,3,1,1,1,2
1896,Applied Scientist,4,1,3,1,1,1,1
1897,Applied Scientist,4,1,3,1,1,1,1
1898,Data Architect,4,1,3,1,1,1,2
1899,Data Architect,4,1,3,1,1,1,2
1900,Data Scientist,4,1,3,1,3,1,2
1901,Data Scientist,4,1,3,1,3,1,2
1902,Data Scientist,4,1,3,1,1,1,2
1903,Data Scientist,4,1,3,1,1,1,2
1904,Machine Learning Engineer,4,1,3,1,1,1,2
1905,Machine Learning Engineer,4,1,3,1,1,1,2
1906,Data Engineer,4,2,3,1,1,1,2
1907,Data Engineer,4,2,3,1,1,1,2
1908,Machine Learning Engineer,4,1,3,1,1,1,2
1909,Machine Learning Engineer,4,1,3,1,1,1,2
1910,Data Analyst,4,2,3,1,1,1,2
1911,Data Analyst,4,2,3,1,1,1,2
1912,Business Intelligence Engineer,4,1,3,1,1,1,1
1913,Business Intelligence Engineer,4,1,3,1,1,1,1
1914,Data Scientist,4,2,3,1,1,1,2
1915,Data Scientist,4,2,3,1,1,1,2
1916,Data Scientist,4,1,3,1,1,1,2
1917,Data Scientist,4,1,3,1,1,1,2
1918,Data Engineer,4,2,3,1,3,1,2
1919,Data Engineer,4,2,3,1,3,1,2
1920,Data Scientist,4,1,3,1,3,1,2
1921,Data Scientist,4,1,3,1,3,1,2
1922,Data Analyst,4,1,3,1,1,1,2
1923,Data Analyst,4,1,3,1,1,1,2
1924,Data Engineer,4,1,3,1,3,1,2
1925,Data Engineer,4,1,3,1,3,1,2
1926,Applied Scientist,4,2,3,1,1,1,1
1927,Applied Scientist,4,2,3,1,1,1,1
1928,Data Engineer,4,2,3,1,1,1,2
1929,Data Engineer,4,2,3,1,1,1,2
1930,Machine Learning Engineer,4,1,3,1,1,1,2
1931,Machine Learning Engineer,4,1,3,1,1,1,2
1932,Data Analyst,4,2,3,1,3,1,2
1933,Data Analyst,4,2,3,1,3,1,2
1934,Data Analyst,4,2,3,1,1,1,2
1935,Data Analyst,4,2,3,1,1,1,2
1936,Data Engineer,4,1,3,1,1,1,2
1937,Data Engineer,4,1,3,1,1,1,2
1938,Data Analyst,4,2,3,1,3,1,2
1939,Data Analyst,4,2,3,1,3,1,2
1940,Data Analyst,4,1,3,1,3,1,2
1941,Data Analyst,4,1,3,1,3,1,2
1942,Analytics Engineer,4,2,3,1,1,1,2
1943,Analytics Engineer,4,2,3,1,1,1,2
1944,Data Engineer,4,2,3,1,1,1,2
1945,Data Engineer,4,2,3,1,1,1,2
1946,Machine Learning Engineer,4,1,3,2,1,2,2
1947,Machine Learning Engineer,4,1,3,2,1,2,2
1948,Data Analyst,4,1,3,1,1,1,2
1949,Data Analyst,4,1,3,1,1,1,2
1950,Data Engineer,4,2,3,1,1,1,2
1951,Data Engineer,4,2,3,1,1,1,2
1952,Data Scientist,4,1,3,1,1,1,2
1953,Data Scientist,4,1,3,1,1,1,2
1954,Data Scientist,4,2,3,1,1,1,2
1955,Data Scientist,4,2,3,1,1,1,2
1956,ML Engineer,4,1,3,1,1,1,2
1957,ML Engineer,4,1,3,1,1,1,2
1958,Machine Learning Engineer,4,1,3,1,1,1,2
1959,Machine Learning Engineer,4,1,3,1,1,1,2
1960,Data Scientist,4,1,3,1,1,1,2
1961,Data Scientist,4,1,3,1,1,1,2
1962,Machine Learning Engineer,4,1,3,1,1,1,2
1963,Machine Learning Engineer,4,1,3,1,1,1,2
1964,Head of Data,4,1,3,1,3,1,2
1965,Head of Data,4,1,3,1,3,1,2
1966,Research Scientist,4,1,3,1,1,1,2
1967,Research Scientist,4,1,3,1,1,1,2
1968,BI Analyst,4,2,3,1,1,1,2
1969,BI Analyst,4,2,3,1,1,1,2
1970,Machine Learning Engineer,4,1,3,1,1,1,2
1971,Machine Learning Engineer,4,1,3,1,1,1,2
1972,Data Scientist,4,1,3,6,3,6,2
1973,Data Scientist,4,1,3,6,3,6,2
1974,Data Scientist,4,1,3,1,1,1,2
1975,Data Scientist,4,1,3,1,1,1,2
1976,Data Scientist,4,1,3,1,1,1,2
1977,Data Scientist,4,1,3,1,1,1,2
1978,Research Scientist,4,1,3,1,1,1,2
1979,Research Scientist,4,1,3,1,1,1,2
1980,Machine Learning Scientist,4,1,3,1,1,1,2
1981,Machine Learning Scientist,4,1,3,1,1,1,2
1982,Data Scientist,4,2,3,1,1,1,2
1983,Data Scientist,4,2,3,1,1,1,2
1984,Data Scientist,4,1,3,1,1,1,2
1985,Data Scientist,4,1,3,1,1,1,2
1986,Data Analyst,4,1,3,2,3,2,2
1987,Data Analyst,4,1,3,2,3,2,2
1988,Data Scientist,4,3,3,1,1,1,2
1989,Data Scientist,4,3,3,1,1,1,2
1990,Data Engineer,4,2,3,2,1,2,2
1991,Data Engineer,4,2,3,2,1,2,2
1992,Data Scientist,4,1,3,1,1,1,2
1993,Data Scientist,4,1,3,1,1,1,2
1994,BI Analyst,4,1,3,1,3,1,2
1995,BI Analyst,4,1,3,1,3,1,2
1996,Data Scientist,4,1,3,1,1,1,2
1997,Data Scientist,4,1,3,1,1,1,2
1998,Data Scientist,4,1,3,1,1,1,2
1999,Data Scientist,4,1,3,1,1,1,2
2000,Data Scientist,4,2,3,6,1,6,2
2001,Data Scientist,4,2,3,6,1,6,2
2002,Data Analyst,4,3,3,1,1,1,2
2003,Data Analyst,4,3,3,1,1,1,2
2004,Data Scientist,4,3,3,1,1,1,1
2005,Research Analyst,4,2,3,1,1,1,3
2006,Data Engineer,4,4,3,1,1,1,2
2007,Data Engineer,4,4,3,1,1,1,2
2008,Data Management Analyst,4,3,3,1,3,1,2
2009,Data Management Analyst,4,3,3,1,3,1,2
2010,Machine Learning Engineer,4,1,3,1,1,1,2
2011,Machine Learning Engineer,4,1,3,1,1,1,2
2012,Data Scientist,4,1,3,1,1,1,2
2013,Data Scientist,4,1,3,1,1,1,2
2014,Business Intelligence Analyst,4,1,3,1,3,1,2
2015,Business Intelligence Analyst,4,1,3,1,3,1,2
2016,Machine Learning Modeler,4,1,3,1,1,1,2
2017,Machine Learning Modeler,4,1,3,1,1,1,2
2018,Data Scientist,4,1,3,1,3,1,2
2019,Data Scientist,4,1,3,1,3,1,2
2020,Data Scientist,4,1,3,1,3,1,2
2021,Data Scientist,4,1,3,1,3,1,2
2022,Machine Learning Engineer,4,1,3,1,3,1,2
2023,Machine Learning Engineer,4,1,3,1,3,1,2
2024,Business Intelligence Engineer,4,1,3,1,1,1,1
2025,Business Intelligence Engineer,4,1,3,1,1,1,1
2026,Applied Scientist,4,1,3,1,1,1,1
2027,Applied Scientist,4,1,3,1,1,1,1
2028,Data Engineer,4,1,3,1,3,1,2
2029,Data Engineer,4,1,3,1,3,1,2
2030,Machine Learning Engineer,4,1,3,1,1,1,2
2031,Machine Learning Engineer,4,1,3,1,1,1,2
2032,Machine Learning Engineer,4,1,3,2,1,2,2
2033,Machine Learning Engineer,4,1,3,2,1,2,2
2034,Research Analyst,4,2,3,1,3,1,2
2035,Research Analyst,4,2,3,1,3,1,2
2036,Applied Scientist,4,1,3,1,1,1,1
2037,Applied Scientist,4,1,3,1,1,1,1
2038,Machine Learning Engineer,4,1,3,1,3,1,2
2039,Machine Learning Engineer,4,1,3,1,3,1,2
2040,Data Analyst,4,2,3,1,3,1,2
2041,Data Analyst,4,2,3,1,3,1,2
2042,Machine Learning Engineer,4,1,3,1,3,1,2
2043,Machine Learning Engineer,4,1,3,1,3,1,2
2044,Analytics Engineer,4,1,3,1,3,1,2
2045,Analytics Engineer,4,1,3,1,3,1,2
2046,BI Analyst,4,1,3,1,3,1,2
2047,BI Analyst,4,1,3,1,3,1,2
2048,AI Engineer,4,2,1,19,3,2,1
2049,Data Scientist,4,2,3,13,3,13,1
2050,Data Scientist,4,3,3,20,2,20,1
2051,Data Science Consultant,4,2,2,21,3,85,3
2052,Data Analyst,4,2,3,1,1,1,2
2053,Data Analyst,4,2,3,1,1,1,2
2054,Data Architect,4,2,3,1,3,1,2
2055,Data Architect,4,2,3,1,3,1,2
2056,Research Scientist,4,1,3,1,1,1,2
2057,Research Scientist,4,1,3,1,1,1,2
2058,Data Scientist,4,1,3,1,3,1,2
2059,Data Scientist,4,1,3,1,3,1,2
2060,Data Science Director,4,4,3,1,1,1,2
2061,Data Science Director,4,4,3,1,1,1,2
2062,Business Intelligence Engineer,4,2,3,6,1,6,2
2063,Business Intelligence Engineer,4,2,3,6,1,6,2
2064,Machine Learning Engineer,4,1,3,1,1,1,2
2065,Machine Learning Engineer,4,1,3,1,1,1,2
2066,Data Specialist,4,2,3,1,1,1,2
2067,Data Specialist,4,2,3,1,1,1,2
2068,Machine Learning Engineer,4,1,3,1,1,1,2
2069,Machine Learning Engineer,4,1,3,1,1,1,2
2070,Data Scientist,4,2,3,1,1,1,2
2071,Data Scientist,4,2,3,1,1,1,2
2072,ML Engineer,4,1,3,1,1,1,2
2073,ML Engineer,4,1,3,1,1,1,2
2074,Data Engineer,4,2,3,1,1,1,2
2075,Data Engineer,4,2,3,1,1,1,2
2076,Data Analyst,4,1,3,1,1,1,2
2077,Data Analyst,4,1,3,1,1,1,2
2078,Data Engineer,4,1,3,1,3,1,2
2079,Data Engineer,4,1,3,1,3,1,2
2080,Data Architect,4,1,3,2,3,2,2
2081,Data Architect,4,1,3,2,3,2,2
2082,Data Analyst,4,1,3,1,1,1,2
2083,Data Analyst,4,1,3,1,1,1,2
2084,Data Analyst,4,1,3,1,3,1,2
2085,Data Analyst,4,1,3,1,3,1,2
2086,Machine Learning Engineer,4,1,3,1,1,1,2
2087,Machine Learning Engineer,4,1,3,1,1,1,2
2088,Data Scientist,4,1,3,1,3,1,2
2089,Data Scientist,4,1,3,1,3,1,2
2090,Data Analyst,4,1,3,1,3,1,2
2091,Data Analyst,4,1,3,1,3,1,2
2092,Data Product Manager,4,1,3,1,1,1,2
2093,Data Product Manager,4,1,3,1,1,1,2
2094,Data Analyst,4,1,3,1,3,1,2
2095,Data Analyst,4,1,3,1,3,1,2
2096,Data Analyst,4,1,3,1,3,1,2
2097,Data Analyst,4,1,3,1,3,1,2
2098,Analytics Engineer,4,1,3,1,1,1,2
2099,Analytics Engineer,4,1,3,1,1,1,2
2100,Machine Learning Engineer,4,2,3,1,1,1,2
2101,Machine Learning Engineer,4,2,3,1,1,1,2
2102,Data Scientist,4,1,3,1,1,1,2
2103,Data Scientist,4,1,3,1,1,1,2
2104,BI Data Analyst,4,3,3,22,3,20,2
2105,Data Scientist,4,1,3,1,1,1,2
2106,Data Scientist,4,1,3,1,1,1,2
2107,Machine Learning Engineer,4,1,3,1,1,1,2
2108,Machine Learning Engineer,4,1,3,1,1,1,2
2109,Data Engineer,4,1,3,1,1,1,2
2110,Data Engineer,4,1,3,1,1,1,2
2111,Data Architect,4,1,3,1,1,1,2
2112,Data Architect,4,1,3,1,1,1,2
2113,Machine Learning Engineer,4,1,3,1,1,1,2
2114,Machine Learning Engineer,4,1,3,1,1,1,2
2115,Data Scientist,4,2,3,1,1,1,2
2116,Data Scientist,4,2,3,1,1,1,2
2117,Data Scientist,4,1,3,1,1,1,2
2118,Data Scientist,4,1,3,1,1,1,2
2119,Machine Learning Engineer,4,1,3,1,1,1,2
2120,Machine Learning Engineer,4,1,3,1,1,1,2
2121,Data Scientist,4,2,3,1,1,1,2
2122,Data Scientist,4,2,3,1,1,1,2
2123,Data Scientist,4,1,3,1,1,1,2
2124,Data Scientist,4,1,3,1,1,1,2
2125,Data Engineer,4,1,3,1,1,1,2
2126,Data Engineer,4,1,3,1,1,1,2
2127,Data Engineer,4,2,3,1,1,1,2
2128,Data Engineer,4,2,3,1,1,1,2
2129,Data Engineer,4,2,3,1,1,1,2
2130,Data Engineer,4,2,3,1,1,1,2
2131,Machine Learning Engineer,4,1,3,1,1,1,2
